Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-24,Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,₹859,4.0,N/A
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-25,"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",₹599,4.0,N/A
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-26,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0,N/A
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_27?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-27,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey,Oxford Fabric)","₹1,699",4.4,N/A
https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_28?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-28,ADISA 31 Ltrs Casual Backpack School College Bag Pack,₹399,4.0,N/A
https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-29,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,329",4.1,N/A
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-30,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,"₹1,049",4.0,N/A
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-31,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,₹209,4.2,N/A
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1692636278&sprefix=ba%2Caps%2C283&sr=8-32,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,₹329,4.0,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfYXRmX25leHQ6MjAwNjM3ODI0MzIwOTg6OjA6Og&url=%2FBackpack-Business-Water-resistant-Anti-theft-Charging%2Fdp%2FB0B6FLWDW9%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Arctic Hunter Backpack,Laptop Bag for Men Business Laptop Backpack for 15.6 Inch Laptop Water-resistant&Anti-theft Bag with USB Charging Port for School Travel Business, Black","₹3,499",4.8,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,"₹3,499",4.6,N/A
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-35,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",₹697,4.0,N/A
https://www.amazon.in/Zebronics-TechshieldA1-Compartment-15-6-inch-Polyester/dp/B0C6QV9GCY/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-36,"Zebronics TechshieldA1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",₹599,5.0,N/A
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-37,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹599,3.7,N/A
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-38,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,₹969,4.4,N/A
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-39,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹809,3.8,N/A
https://www.amazon.in/Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-40,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,"₹1,099",4.1,N/A
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-41,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",₹609,3.8,N/A
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-42,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",₹398,4.1,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfbXRmOjIwMTI3NjgzODcyMzk4OjowOjo&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹2,400",4.3,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfbXRmOjIwMTY4NDIzMjExMjk4OjowOjo&url=%2FLenovo-15-6-Inches-Everyday-Backpack%2Fdp%2FB08R7RPVJF%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",₹839,4.3,N/A
https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-45,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink),"₹1,799",4.6,N/A
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-46,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",₹609,3.8,N/A
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-47,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),"₹1,699",4.4,N/A
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-48,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,₹439,3.8,N/A
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-49,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"₹1,399",4.1,N/A
https://www.amazon.in/Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XCFRM/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-50,Skybags Unisex Gucci Fabric Backpacks,₹789,3.8,N/A
https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-51,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green","₹1,646",4.3,N/A
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692636281&sprefix=ba%2Caps%2C283&sr=8-52,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),₹709,4.0,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfYnRmOjIwMTQ1OTk1NzYyMTk4OjowOjo&url=%2FHalf-Moon-Curiosity-Backpack-Resistant%2Fdp%2FB09S3ZK3N1%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",₹849,3.8,N/A
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjA2NzUzMDkxMTY0MjQ5OjE2OTI2MzYyODE6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692636281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,800",4.4,N/A
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-49,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹599,3.7,N/A
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-50,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,₹269,4.0,N/A
https://www.amazon.in/Genie-Ltrs-School-Backpack-SPRAY19SBBLU/dp/B07QFF2RZR/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-51,"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls","₹1,155",4.0,N/A
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-52,ADISA Women's Girls Party Sling Bag Crossbody,₹394,3.9,N/A
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-53,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",₹398,4.1,N/A
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-54,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",₹959,3.7,N/A
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-55,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",₹609,3.8,N/A
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-56,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,₹819,3.9,N/A
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-57,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,₹969,4.4,N/A
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-58,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹809,3.8,N/A
https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-59,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige),₹797,4.2,N/A
https://www.amazon.in/Genie-Iridescence-Multicolor-Backpack-Resistant/dp/B084VQLJL8/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-60,"Genie Iridescence School Bag for Girls, 17 inch Backpack for Women, 3 Zips Water Resistant Stylish and Trendy College Backpacks for Girls. 27 litres",₹753,4.0,N/A
https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-61,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",₹753,4.2,N/A
https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QB6D7B/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-62,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"₹1,439",4.5,N/A
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-63,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹630,4.0,N/A
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1692636285&sprefix=ba%2Caps%2C283&sr=8-64,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","₹1,399",4.2,N/A
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1692636288&sprefix=ba%2Caps%2C283&sr=8-65,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",₹512,3.9,N/A
